,preprocessing_without_emoticons,preprocessing_with_emoticons,class
165,"['hoe', 'aint', 'loyal', 'aint', 'smfh', 'wonder', 'nobody', 'decent', 'want']","['hoe', 'aint', 'loyal', 'aint', 'smfh', 'wonder', 'nobody', 'decent', 'want']",1
166,"['bruh', 'stud', 'keep', 'thinking', 'soft', 'hell', 'ask', 'ya', 'girl', 'many', 'time', 'screamed', 'bitch', 'oh', 'okay', 'stfu', 'bye', 'hoe']","['bruh', 'stud', 'keep', 'thinking', 'soft', 'hell', 'ask', 'ya', 'girl', 'many', 'time', 'screamed', 'bitch', 'oh', 'okay', 'STFU', 'BYE', 'HOE', '!']",1
167,"['dry', 'pussy', 'bitch', 'always', 'blame', 'condom', 'laugh', 'laugh', 'laugh']","['dry', 'pussy', 'bitch', 'always', 'blame', 'condom', '😂', '👏', '😂', '👏', '😂']",1
168,"['shut', 'yo', 'bitch', 'as', 'sad', 'laugh']","['shut', 'yo', 'bitch', 'as', '!', '😭', '😂']",1
169,"['gucci', 'mane', 'jail', 'dropping', 'mixtapes', 'every', 'month', 'hoe', 'even', 'text', 'back']","['gucci', 'mane', 'jail', 'dropping', 'mixtapes', 'every', 'month', 'hoe', 'even', 'text', 'back']",1
170,"['love', 'hoe', 'money', 'wats', 'wrong', 'nigga']","['love', 'hoe', 'money', 'wats', 'wrong', 'nigga']",1
171,"['loyal', 'bitch', 'burbs', 'without', 'daddy', 'issue', 'like', 'finding', 'holographic', 'mewtwo', 'sounding', 'like', 'lol']","['loyal', 'bitch', 'burbs', 'without', 'daddy', 'issue', 'like', 'finding', 'holographic', 'mewtwo', 'sounding', 'like', 'lol']",1
172,"['easy', 'cum', 'easy', 'hoe', 'fact']","['easy', 'cum', 'easy', 'hoe', 'fact', '!']",1
173,"['charlie', 'sheen', 'real', 'major', 'fucking', 'respect', 'charlie', 'sheen']","['charlie', 'sheen', 'real', 'major', 'fucking', 'respect', 'charlie', 'sheen']",1
174,"['wish', 'bae', 'confused', 'got', 'hoe', 'tho']","['wish', 'bae', '😕', 'got', 'hoe', 'tho']",1
175,"['fuck', 'twerking', 'bitch', 'cook']","['fuck', 'twerking', 'bitch', 'cook']",1
176,"['bitch', 'wtf']","['bitch', 'wtf']",1
177,"['shut', 'zoe', 'fight', 'pussy', 'zoe', 'good', 'man', 'good', 'maam', 'move', 'along']","['shut', 'zoe', 'fight', 'pussy', 'zoe', 'good', 'man', 'good', 'maam', 'move', 'along']",1
178,"['lmao', 'fucking', 'snake', 'bitch', 'em']","['lmao', 'fucking', 'snake', 'bitch', 'em']",1
179,"['big', 'booty', 'hoe', 'everywhere', 'sheesh', 'damn']","['big', 'booty', 'hoe', 'everywhere', 'sheesh', '😍', 'damn', '🌿', '👀', '🌿']",1
180,"['stay', 'tuned', 'update', 'report', 'b', '10', 'week']","['stay', 'tuned', 'update', 'report', 'b', '10', 'week']",2
181,"['play', 'soccer', 'cheat', 'girl', 'wear', 'khaki', 'coloured', 'cargo', 'haircut', 'yes', 'lmfao']","['play', 'soccer', 'cheat', 'girl', 'wear', 'khaki', 'coloured', 'cargo', 'haircut', 'yes', 'lmfao']",2
182,"['oregon', 'choke', 'every', 'year', 'get', 'field', 'trash', 'as', 'program', 'rft']","['oregon', 'choke', 'every', 'year', 'get', 'field', 'trash', 'as', 'program', 'RFT']",1
183,"['def', 'cowboy', 'lol', 'terrell', 'owen', 'best', 'eagle', 'cowboy', 'ever', 'dude', 'cried', 'like', 'bitch', 'tv', 'romo']","['def', 'cowboy', 'lol', 'terrell', 'owen', 'best', 'eagle', 'cowboy', 'ever', 'dude', 'cried', 'like', 'bitch', 'tv', 'romo']",1
184,"['lmfaooo', 'hate', 'black', 'people', 'black', 'people', 'nigger']","['LMFAOOO', 'HATE', 'BLACK', 'PEOPLE', 'black', 'people', 'nigger']",0
185,"['could', 'u', 'bitch', 'potent']","['could', 'u', 'bitch', 'potent']",1
186,"['pissed', 'lad', 'past', 'would', 'lick', 'dirty', 'sol', 'slept']","['pissed', 'lad', 'past', 'would', 'lick', 'dirty', 'sol', 'slept']",2
187,"['love', 'frat', 'boy', 'w', 'soft', 'long', 'sol']","['love', 'frat', 'boy', 'w', 'soft', 'long', 'sol']",2
188,"['sexy', 'lad', 'hot', 'sol', 'arch']","['sexy', 'lad', 'hot', 'sol', 'arch']",2
189,"['nah', 'fam', 'gotta', 'cheat', 'hoe', 'depends', 'female', 'feel']","['nah', 'fam', 'gotta', 'cheat', 'hoe', 'depends', 'female', 'feel']",1
190,"['got', 'hick', 'lol']","['👏', '👏', '👏', '🙌', 'got', 'hick', 'lol']",2
191,"['new', 'twitter', 'confusing', 'shit', 'go', 'back', 'south', 'america', 'bitch']","['new', 'twitter', 'confusing', 'shit', 'go', 'back', 'south', 'america', 'bitch']",1
192,"['toto', 'mean', 'as', 'vagina', 'think', 'pussy', 'cause', 'toto', 'santi', 'like', 'nasty', 'pussy']","['toto', 'mean', 'as', 'vagina', 'think', 'pussy', 'cause', 'toto', 'santi', 'like', 'nasty', 'pussy']",1
193,"['actually', 'choose', 'ugly', 'bitch', 'as', 'must', 'fat']","['actually', 'choose', 'ugly', 'bitch', 'as', 'must', 'fat', '!']",1
194,"['bitch', 'could', 'kill', 'vibe', 'ya', 'tried', 'dis', 'love', 'miley']","['bitch', 'could', 'kill', 'vibe', 'ya', 'tried', '🌈', '🌈', '🌈', 'dis', 'love', 'miley']",1
195,"['tired', 'bitch', 'saying', 'look', 'mean', 'unamused', 'nigga', 'big', 'af', 'wear', 'tight', 'shirt', 'grim', 'everybody']","['tired', 'bitch', 'saying', 'look', 'mean', '😒', 'nigga', 'big', 'af', 'wear', 'tight', 'shirt', 'grim', 'everybody']",1
196,"['bird', 'grandkids', 'may', 'never', 'see', 'thanks', 'climate', 'change']","['bird', 'grandkids', 'may', 'never', 'see', 'thanks', 'climate', 'change']",2
197,"['stay', 'beautiful', 'bitch']","['stay', 'beautiful', 'bitch']",1
198,"['r', 'purple', 'ceeeleee', 'man', 'gurl', 'jus', 'playin', 'stupid', 'hoe', 'track', 'still', 'shitted', 'sum', 'gurls']","['r', 'purple', 'ceeeleee', 'man', 'gurl', 'jus', 'playin', 'stupid', 'hoe', 'track', 'still', 'shitted', 'sum', 'gurls']",1
199,"['money', 'getting', 'taller', 'bitch', 'getting', 'blurry']","['money', 'getting', 'taller', 'bitch', 'getting', 'blurry']",1
200,"['aint', 'never', 'seen', 'bitch', 'obsessed', 'nigga', 'laugh', 'obsessed', 'mine']","['aint', 'never', 'seen', 'bitch', 'obsessed', 'nigga', '😂', 'obsessed', 'mine', '😑']",1
201,"['kobe', 'stay', 'talking', 'trash', 'let', 'u', 'forget', 'meant', 'one', 'smh']","['kobe', 'stay', 'talking', 'trash', 'let', 'u', 'forget', 'meant', 'one', 'smh']",1
202,"['least', 'nigger', 'lmfao']","['least', 'nigger', 'lmfao']",0
203,"['people', 'always', 'asking', 'mixed', 'bad', 'asian', 'bitch', 'lol']","['people', 'always', 'asking', 'mixed', 'bad', 'asian', 'bitch', 'lol']",1
204,"['ariza', 'snake', 'coward', 'least', 'cripple', 'like', 'hero', 'roach', 'lmaoo']","['ariza', 'snake', 'coward', 'least', 'cripple', 'like', 'hero', 'roach', 'lmaoo']",0
205,"['foster', 'home', 'imaginary', 'trash', 'whoa', 'chill', 'show', 'everything', 'tf']","['foster', 'home', 'imaginary', 'trash', 'WHOA', 'CHILL', 'show', 'everything', 'tf']",2
206,"['lowkey', 'tired', 'tired', 'quiet', 'go', 'sleep', 'hoe']","['lowkey', 'tired', 'tired', 'quiet', 'go', 'sleep', 'hoe', '!']",1
207,"['stop', 'bringing', 'weird', 'nigger', 'mention']","['stop', 'bringing', 'weird', 'nigger', 'mention', '!']",1
208,"['love', 'hoe']","['love', 'hoe', '👐', '🙅']",1
209,"['yo', 'girl', 'cant', 'homeboy', 'ol', 'weak', 'bitch', 'as', 'nigga']","['yo', 'girl', 'cant', 'homeboy', 'ol', 'weak', 'bitch', 'as', 'nigga', '!']",1
210,"['think', 'worst', 'advice', 'gave', 'pussy', 'speed', 'lol']","['think', 'worst', 'advice', 'gave', 'pussy', 'speed', 'lol']",1
211,"['quote', 'tweet', 'favorite', 'animal', 'pussy']","['quote', 'tweet', 'favorite', 'animal', 'pussy']",1
212,"['hate', 'stripper', 'tell', 'dancer', 'hoe', 'ballet', 'dancer', 'pop', 'pussy', 'beethoven', 'stripper']","['hate', 'stripper', 'tell', 'dancer', 'hoe', 'ballet', 'dancer', 'pop', 'pussy', 'beethoven', 'STRIPPER', '!']",1
213,"['andrewbryant', 'poff', 'double', 'vision', 'beer', 'poff', 'double', 'pussy', 'smh']","['andrewbryant', 'poff', 'double', 'vision', 'beer', 'poff', 'double', 'pussy', '😎', 'smh']",1
214,"['bitch', 'twerk', 'computer', 'ya', 'ya', 'damn']","['bitch', 'TWERK', 'computer', 'ME', 'ya', '👙', 'ya', 'damn', '👙']",1
215,"['prince', 'art', 'nobody', 'takin', 'bitch']","['prince', 'THIS', 'art', 'nobody', 'takin', 'bitch', '!']",1
216,"['welfare', 'government', 'aid', 'claimed', 'white', 'people', 'black', 'slander', 'trash']","['welfare', 'government', 'aid', 'claimed', 'white', 'people', 'black', 'slander', 'trash']",2
217,"['bitch', 'care', 'play', 'role']","['bitch', 'care', 'play', 'role']",1
218,"['took', 'find', 'hiding', 'lime', 'tree', 'dis', 'bitch', 'da', 'wrong', 'tree', 'bro']","['took', 'find', 'hiding', 'lime', 'tree', 'dis', 'bitch', 'da', 'wrong', 'tree', 'bro']",1
219,"['drake', 'new', 'shoe', 'released', 'nike', 'jordan', 'yes', 'glitter', 'shoe', 'dude', 'fag']","['drake', 'new', 'shoe', 'released', 'nike', 'jordan', 'yes', 'glitter', 'shoe', 'dude', 'fag']",0
220,"['inna', 'di', 'ghetto', 'alone', 'lmaoo']","['inna', 'di', 'ghetto', '!', '!', '!', 'alone', 'lmaoo']",2
221,"['hoe', 'austin', 'teach', 'u', 'austin', 'teach', 'u', 'get', 'curved', 'know']","['hoe', 'austin', 'teach', 'u', 'austin', 'teach', 'u', 'get', 'curved', 'know']",2
222,"['bitch', 'cook', 'know', 'suck', 'dick', 'one']","['bitch', 'cook', 'know', 'suck', 'dick', 'one', '!']",1
223,"['fat', 'hoe', 'get', 'chose', 'lol']","['fat', 'hoe', 'get', 'chose', 'lol']",1
224,"['well', 'hoe', 'one', 'expects', 'loyal']","['well', 'hoe', 'one', 'expects', 'loyal']",1
225,"['ol', 'bitch', 'as']","['ol', 'bitch', 'as']",1
226,"['bruh', 'im', 'tired', 'nigga', 'retweetin', 'miley', 'cyrus', 'naked', 'bitch', 'aint', 'type', 'bad', 'lmaooo']","['bruh', 'im', 'tired', 'nigga', 'retweetin', 'miley', 'cyrus', 'naked', 'bitch', 'aint', 'type', 'bad', 'lmaooo']",1
227,"['tony', 'romo', 'mavs', 'game', 'dont', 'mean', 'still', 'bitch', 'lmao', 'fuk', 'cowgirl', 'lol', 'bitch', 'fuck']","['tony', 'romo', 'mavs', 'game', 'dont', 'mean', 'still', 'bitch', 'lmao', 'fuk', 'cowgirl', 'lol', 'bitch', 'fuck']",1
228,"['holy', 'shit', 'freddie', 'highmore', 'charlie', 'chocolate', 'factory', 'roll', 'floor', 'laughing']","['holy', 'shit', 'freddie', 'highmore', 'charlie', 'chocolate', 'factory', 'roll', 'floor', 'laughing']",1
229,"['want', 'sex', 'gf', 'feel', 'like', 'using', 'anonymous', 'whata', 'faggot']","['want', 'sex', 'gf', 'feel', 'like', 'using', 'anonymous', 'whata', 'faggot']",1
230,"['one', 'follower', 'somebody', 'bitch']","['one', 'follower', '😍', '😩', 'somebody', 'bitch']",1
231,"['ya', 'bitch', 'always', 'bitching', 'clearly', 'care', 'annoying', 'bitch']","['ya', 'bitch', 'always', 'bitching', 'clearly', 'care', '!', 'annoying', 'bitch', '!']",1
232,"['catfish', 'hoe', 'thinkin', 'slick', 'nigga', 'catching']","['catfish', 'hoe', 'thinkin', 'slick', 'nigga', 'catching', '😌']",1
233,"['worry', 'bitch', 'aint', 'worried', 'bout']","['worry', 'bitch', 'aint', 'worried', 'bout']",1
234,"['side', 'hoe', 'insecure', 'nigga', 'handle', 'real', 'one']","['side', 'hoe', 'insecure', 'nigga', 'handle', 'real', 'one']",1
235,"['laugh', 'laugh', 'laugh', 'lmao', 'bitch', 'come', 'scooting', 'tent', 'like', 'fuck', 'shit', 'sad', 'sad', 'sad']","['😂', '😂', '😂', 'lmao', '!', 'bitch', 'come', 'scooting', 'tent', 'like', 'fuck', 'shit', '!', '😭', '😭', '😭']",1
236,"['cousin', 'said', 'share', 'hoe', 'brother', 'said', 'sharing', 'caring', 'love', 'brother', 'laugh']","['cousin', 'said', 'share', 'hoe', 'brother', 'said', 'sharing', 'caring', 'love', 'brother', '😂']",1
237,"['hungry', 'ionn', 'wanna', 'spend', 'money', 'food', 'unamused', 'broke', 'hoe', 'problem', 'laugh', 'laugh', 'laugh']","['hungry', 'ionn', 'wanna', 'spend', 'money', 'food', '😒', 'broke', 'hoe', 'problem', '😂', '😂', '😂', '💀']",1
238,"['dese', 'hoe', 'lyin', 'u', 'nigga']","['dese', 'hoe', 'LYIN', 'u', 'nigga']",1
239,"['oh', 'yeah', 'fuck', 'bitch']","['oh', 'yeah', 'fuck', 'bitch']",1
240,"['eli', 'manning', 'threw', 'nflleading', 'th', 'interception', 'season', 'lmao', 'trash']","['eli', 'manning', 'threw', 'nflleading', 'th', 'interception', 'season', 'lmao', 'trash']",2
241,"['usc', 'senior', 'rb', 'anthony', 'brown', 'call', 'head', 'coach', 'steve', 'sarkisian', 'racist', 'quits', 'team', 'bitch']","['USC', 'senior', 'RB', 'anthony', 'brown', 'call', 'head', 'coach', 'steve', 'sarkisian', 'racist', 'quits', 'team', 'bitch']",2
242,"['guess', 'also', 'zero', 'time', 'mansplaining', 'adios', 'stfu', 'pussy']","['guess', 'also', 'zero', 'time', 'mansplaining', '!', 'adios', '!', 'stfu', 'pussy']",1
243,"['chilling', 'sexy', 'scally', 'lad']","['chilling', '👅', 'sexy', 'scally', 'lad']",2
244,"['aint', 'sharing', 'bitch', 'mine', 'mine']","['aint', 'sharing', 'bitch', 'mine', 'mine', '💯']",1
245,"['money', 'impress', 'simple', 'broke', 'bitch']","['money', 'impress', 'simple', 'broke', 'bitch']",1
246,"['never', 'anybodys', 'bitch', 'let', 'people', 'control', 'change', 'rigghhht']","['never', 'anybodys', 'bitch', 'let', 'people', 'control', 'change', 'rigghhht']",1
247,"['tuku', 'ho', 'idk', 'blah', 'blah', 'blah', 'laugh', 'laugh', 'laugh']","['tuku', 'ho', 'idk', 'blah', 'blah', 'blah', '😂', '😂', '😂']",2
248,"['mad', 'cuh', 'hahaha', 'suure', 'tuku', 'ho', 'ita', 'laugh', 'laugh']","['mad', 'cuh', 'hahaha', 'suure', 'tuku', 'ho', 'ita', '!', '😂', '😂']",2
249,"['hoe', 'crazy']","['hoe', 'crazy']",1
250,"['aint', 'ever', 'gonna', 'slice', 'bitch', 'kevin', 'hart']","['aint', 'ever', 'gonna', 'slice', 'bitch', 'kevin', 'hart']",1
251,"['oomf', 'fuckin', 'fine', 'tho', 'dam', 'bitch']","['oomf', 'fuckin', 'fine', 'tho', '😩', 'dam', 'bitch']",1
252,"['wonder', 'girl', 'gave', 'head', 'boy', 'drink', 'magaluf', 'twitter', 'probly', 'sends', 'nude', 'fag']","['wonder', 'girl', 'gave', 'head', 'boy', 'drink', 'magaluf', 'twitter', 'probly', 'sends', 'nude', 'fag']",1
253,"['yeah', 'bitch', 'yeah', 'bitch', 'call', 'maybe', 'b', 'steveo', 'c', 'later', 'jesse', 'pinkman']","['yeah', 'bitch', 'yeah', 'bitch', 'call', 'maybe', 'b', 'steveo', 'c', 'later', 'jesse', 'pinkman']",1
254,"['hickies', 'thigh', 'right', 'pussy', 'right']","['hickies', 'thigh', 'right', 'pussy', 'right']",1
255,"['would', 'still', 'love', 'longer', 'young', 'beautiful', 'ugly', 'monkey', 'as']","['would', 'still', 'love', 'longer', 'young', 'beautiful', 'ugly', 'monkey', 'as']",1
256,"['come', 'front', 'bitch', 'aint', 'coming']","['come', 'front', 'bitch', 'aint', 'coming']",1
257,"['faggot', 'bitch']","['faggot', 'bitch']",1
258,"['yea', 'ipad', 'work', 'friday', 'let', 'u', 'ball', 'faggot', 'work', '5']","['yea', 'ipad', 'work', 'friday', 'let', 'u', 'ball', 'faggot', 'work', '5']",1
259,"['scally', 'lad', 'would', 'get']","['scally', 'lad', 'would', 'get']",2
260,"['halloween', 'yesterday', 'stupid', 'nigger']","['halloween', 'yesterday', 'stupid', 'nigger']",0
261,"['chrus', 'still', 'supahot', 'tho', 'walk', 'teacher', 'test', 'drop', 'test', 'bitch', 'fohead']","['chrus', 'still', 'supahot', 'tho', 'walk', 'teacher', 'test', 'drop', 'test', 'bitch', 'fohead']",1
262,"['love', 'eating', 'pussy', 'lol', 'never', 'get', 'full', 'lol', 'eat', 'shit', 'forever', 'lol', 'ever']","['love', 'eating', 'pussy', 'lol', 'never', 'get', 'full', 'lol', 'eat', 'shit', 'forever', 'lol', 'ever']",1
263,"['slush', 'hoe', 'nasty', 'anyway', 'fam', 'sleepy', 'hoe', 'taste', 'like', 'med']","['slush', '😥', 'hoe', 'nasty', 'anyway', 'fam', '😴', 'hoe', 'taste', 'like', 'med', '🍇', '🍇', '🍼']",1
264,"['slush', 'hoe', 'nasty', 'anyway', 'fam', 'sleepy']","['slush', '😥', 'hoe', 'nasty', 'anyway', 'fam', '😴']",1
265,"['bobby', 'bitchby', 'getting', 'live', 'fuck', 'hell', 'yea', 'play', 'hoe', 'workout']","['BOBBY', 'bitchby', 'getting', 'live', 'fuck', 'hell', 'yea', 'play', 'hoe', 'workout']",1
266,"['yo', 'bitch', 'gucci', 'mane', 'bitch', 'stoner']","['yo', 'bitch', 'gucci', 'mane', 'bitch', 'stoner', '💯', '💯']",1
267,"['ride', 'bitch', 'handle', 'bar']","['ride', 'bitch', 'handle', 'bar']",1
268,"['aint', 'hoe', 'get', 'traphoussseee']","['aint', 'hoe', 'get', 'traphoussseee']",1
269,"['sad', 'tv', 'character', 'death', 'still', 'bitter', 'stark', 'man']","['sad', 'TV', 'character', 'death', 'still', 'bitter', 'stark', 'man']",2
270,"['harbor', 'bitch', 'party', 'bus', 'hoe', 'lol']","['harbor', 'bitch', 'party', 'bus', 'hoe', 'lol']",1
271,"['pussy', 'love']","['pussy', 'love']",1
272,"['ultraviolence', 'video', 'coming', 'little', 'bitch', 'lana', 'del', 'rey', 'bitchy', 'promo']","['ultraviolence', 'video', 'coming', 'little', 'bitch', '!', 'lana', 'del', 'rey', 'bitchy', 'promo']",1
273,"['way', 'fuck', 'bitch', 'lmfao', 'kittycopter']","['way', 'fuck', 'bitch', 'LMFAO', 'KITTYCOPTER']",1
274,"['smuggler', 'explains', 'helped', 'fighter', 'along', 'jihadi', 'highway']","['smuggler', 'explains', 'helped', 'fighter', 'along', 'jihadi', 'highway']",2
275,"['aww', 'avis', 'look', 'cute', 'together', 'gotta', 'get', 'ike', 'avi', 'bitch']","['aww', 'avis', 'look', 'cute', 'together', '💑', '💀', '💀', '💀', 'gotta', 'get', 'ike', 'avi', 'bitch']",1
276,"['simple', 'dont', 'hoe', 'ont', 'worry', 'exposed', 'fight']","['simple', 'dont', 'hoe', 'ont', 'worry', 'exposed', '😜', 'fight']",1
277,"['why', 'bitch', 'boosting', 'size', 'exactly', 'healthy', 'tho']","['why', 'bitch', 'boosting', 'size', 'exactly', 'healthy', 'tho']",1
278,"['bet', 'bitch', 'laugh', 'laugh', 'laugh', 'kim', 'bye']","['bet', 'bitch', '!', '😂', '👐', '🔫', '🔫', '🔪', '😂', '😂', 'kim', 'bye', '!', '!', '!']",1
279,"['damn', 'near', 'gotta', 'protect', 'tweet', 'stalker', 'annoying', 'got', 'dope', 'dick', 'drive', 'bitch', 'loco']","['damn', 'near', 'gotta', 'protect', 'tweet', 'stalker', 'annoying', 'got', 'dope', 'dick', 'drive', 'bitch', 'loco']",1
280,"['making', 'marack', 'girlfriend', 'aye', 'b', 'pullin', 'hoe', 'like', 'taught']","['making', 'marack', 'girlfriend', 'aye', 'b', 'pullin', 'hoe', 'like', 'taught']",1
281,"['bruno', 'fag', 'boy', 'love']","['bruno', 'fag', 'boy', 'love']",1
282,"['must', 'bitch', 'laugh', 'laugh', 'laugh', 'sike', 'naw', 'always', 'beefing', 'laugh']","['must', 'bitch', '😂', '😂', '😂', 'sike', 'naw', 'always', 'beefing', '😂']",1
283,"['1', 'look', 'rally', 'bottom', 'th']","['1', 'look', 'rally', 'bottom', 'th']",2
284,"['take', 'advantage', 'nice', 'person', 'hoe', 'everyjuan']","['take', 'advantage', 'nice', 'person', 'hoe', 'everyjuan']",1
285,"['happy', 'birthday', 'bitch', 'nigga', 'thanks', 'pal']","['happy', 'birthday', 'bitch', 'nigga', 'thanks', 'pal']",1
286,"['sad', 'knowing', 'hoe', 'fuck', 'bc', 'aint', 'got', 'stack', 'wait', 'till', 'friday']","['sad', 'knowing', 'hoe', 'fuck', 'bc', 'aint', 'got', 'stack', 'wait', 'till', 'friday']",1
287,"['cinco', 'shit', 'harder', 'fucc', 'nigga', 'yee', 'fucc', 'wit', 'rich', 'homie', 'cuz', 'dat', 'ya', 'homeboy', 'fucc', 'nicca']","['cinco', 'shit', 'harder', 'fucc', 'nigga', 'yee', 'fucc', 'wit', 'rich', 'homie', 'cuz', 'dat', 'ya', 'homeboy', 'fucc', 'nicca']",1
288,"['ewww', 'said', 'last', 'sunday', 'last', 'sunday', 'read', 'nigs', 'flushed', 'flushed', 'flushed']","['ewww', 'said', 'THAT', 'last', 'sunday', 'last', 'sunday', 'read', 'nigs', '😳', '😳', '😳']",1
289,"['punch', 'real', 'nigga', 'face', 'cause', 'pussy', 'nigga', 'gonna', 'punch', 'right', 'back', 'strong', 'mush', 'shake']","['punch', 'real', 'nigga', 'face', 'cause', 'pussy', 'nigga', 'gonna', 'punch', 'right', 'back', 'strong', 'mush', 'shake']",1
290,"['pussy', 'still', 'fresh', 'something', 'stank', 'girl', 'say']","['pussy', 'still', 'fresh', 'something', 'stank', 'girl', 'say']",1
291,"['as', 'slapping', 'one', 'greatest', 'thing', 'haha', 'slapped', 'girl', 'as', 'got', 'mad', 'aint', 'get', 'pussy', 'week']","['as', 'slapping', 'one', 'greatest', 'thing', 'haha', '😏', 'slapped', 'girl', 'as', 'got', 'mad', 'aint', 'get', 'pussy', 'week']",1
292,"['yeah', 'texan', 'much', 'better', 'fucking', 'retard', 'see', 'mad']","['yeah', 'texan', 'much', 'better', 'fucking', 'retard', 'see', 'mad']",1
293,"['nd', 'wtf', 'dark', 'bitch', 'blonde', 'please', 'several', 'seat', 'hoe', 'looking', 'like', 'black', 'milds']","['nd', 'wtf', 'dark', 'bitch', 'blonde', 'PLEASE', 'HAVE', 'SEVERAL', 'SEATS', 'HOE', '!', 'looking', 'like', 'black', 'milds']",1
294,"['lane', 'bitch', 'need', 'stay', 'left', 'n', 'get', 'right', 'fuck', 'outta', 'face', 'sad', 'kiss']","['lane', 'bitch', 'need', 'stay', '😎', 'left', 'n', 'get', 'right', 'fuck', 'outta', 'face', '😭', '💁', '😘']",1
295,"['hate', 'boy', 'deny', 'bitch', 'smh']","['hate', 'boy', 'deny', 'bitch', '👐', '😩', 'smh']",1
296,"['ya', 'nigs', 'still', 'saying', 'eat', 'butt', 'straight', 'face']","['ya', 'nigs', 'still', 'saying', 'eat', 'butt', '!', 'WITH', 'STRAIGHT', 'FACE', '!']",1
297,"['im', 'bos', 'as', 'bitch', 'need', 'sit', 'corner']","['im', 'bos', 'as', 'bitch', 'need', 'sit', 'corner']",1
298,['hoe'],['hoe'],1
299,"['paul', 'thinkin', 'bout', 'gettin', 'rental', 'da', 'weekend', 'oooh', 'shit', 'bitch', 'betta', 'stay', 'da', 'street']","['paul', 'thinkin', 'bout', 'gettin', 'rental', 'da', 'weekend', '🚙', '💨', '💨', 'oooh', 'shit', 'bitch', 'betta', 'stay', 'da', 'street']",1
300,"['bitch', 'hold', 'nigga', 'get', 'locked', 'nigga', 'go', 'college', 'military', 'different', 'story', 'sleepy']","['bitch', 'hold', 'nigga', 'get', 'locked', 'nigga', 'go', 'college', 'military', 'different', 'story', '😴']",1
301,"['friend', 'hate', 'ratchet', 'hoe']","['friend', 'hate', 'ratchet', 'hoe']",1
302,"['love', 'fuck', 'nigga', 'hoe']","['love', 'fuck', 'nigga', 'hoe']",1
303,"['hot', 'meat', 'sexy', 'fuck', 'scally', 'lad', 'would', 'love', 'meet', 'trainer']","['hot', 'meat', 'sexy', 'fuck', 'scally', 'lad', 'would', 'love', 'meet', 'trainer']",1
304,"['sniff', 'perved', 'scally', 'lad', 'fuck', 'yeah']","['sniff', 'perved', 'scally', 'lad', 'fuck', 'yeah']",1
