,preprocessing_without_emoticons,preprocessing_with_emoticons,class
180,"['stay', 'tuned', 'update', 'report', 'b', '10', 'week']","['stay', 'tuned', 'update', 'report', 'b', '10', 'week']",2
181,"['play', 'soccer', 'cheat', 'girl', 'wear', 'shake', 'coloured', 'cargo', 'haircut', 'yes', 'lafa']","['play', 'soccer', 'cheat', 'girl', 'wear', 'shake', 'coloured', 'cargo', 'haircut', 'yes', 'lafa']",2
182,"['oregon', 'choked', 'every', 'year', 'get', 'field', 'trash', 'as', 'program', 'rat']","['oregon', 'choked', 'every', 'year', 'get', 'field', 'trash', 'as', 'program', 'RFT']",1
183,"['def', 'cowboy', 'tarbell', 'wen', 'best', 'eagle', 'cowboy', 'ever', 'due', 'cried', 'like', 'bitch', 'room']","['def', 'cowboy', 'tarbell', 'wen', 'best', 'eagle', 'cowboy', 'ever', 'due', 'cried', 'like', 'bitch', 'room']",1
184,"['lmfaooo', 'hate', 'black', 'people', 'black', 'people', 'nigger']","['LMFAOOO', 'HATE', 'BLACK', 'PEOPLE', 'black', 'people', 'nigger']",0
185,"['could', 'u', 'bitch', 'potent']","['could', 'u', 'bitch', 'potent']",1
186,"['passed', 'lad', 'past', 'would', 'lick', 'dirty', 'sol', 'slept']","['passed', 'lad', 'past', 'would', 'lick', 'dirty', 'sol', 'slept']",2
187,"['love', 'fat', 'boy', 'w', 'soft', 'long', 'sol']","['love', 'fat', 'boy', 'w', 'soft', 'long', 'sol']",2
188,"['sexy', 'lad', 'hot', 'sol', 'arch']","['sexy', 'lad', 'hot', 'sol', 'arch']",2
189,"['ah', 'gutta', 'cheat', 'hoe', 'depends', 'female', 'feel']","['ah', 'gutta', 'cheat', 'hoe', 'depends', 'female', 'feel']",1
190,"['got', 'kick']","['👏', '👏', '👏', '🙌', 'got', 'kick']",2
191,"['new', 'twitter', 'confusing', 'shit', 'go', 'back', 'south', 'america', 'bitch']","['new', 'twitter', 'confusing', 'shit', 'go', 'back', 'south', 'america', 'bitch']",1
192,"['mean', 'as', 'vagina', 'think', 'pussy', 'cause', 'anti', 'like', 'nasty', 'pussy']","['mean', 'as', 'vagina', 'think', 'pussy', 'cause', 'anti', 'like', 'nasty', 'pussy']",1
193,"['actually', 'choose', 'ugly', 'bitch', 'as', 'must', 'fat']","['actually', 'choose', 'ugly', 'bitch', 'as', 'must', 'fat', '!']",1
194,"['bitch', 'could', 'kill', 'vice', 'tried', 'dis', 'love', 'mile']","['bitch', 'could', 'kill', 'vice', 'tried', '🌈', '🌈', '🌈', 'dis', 'love', 'mile']",1
195,"['tired', 'bitch', 'saying', 'look', 'mean', 'amused', 'nigga', 'big', 'wear', 'tight', 'shirt', 'grim', 'everybody']","['tired', 'bitch', 'saying', 'look', 'mean', '😒', 'nigga', 'big', 'wear', 'tight', 'shirt', 'grim', 'everybody']",1
196,"['bird', 'grandkids', 'may', 'never', 'see', 'thanks', 'climate', 'change']","['bird', 'grandkids', 'may', 'never', 'see', 'thanks', 'climate', 'change']",2
197,"['stay', 'beautiful', 'bitch']","['stay', 'beautiful', 'bitch']",1
198,"['r', 'purple', 'ceeeleee', 'man', 'girl', 'plain', 'stupid', 'track', 'still', 'shifted', 'sum', 'girl']","['r', 'purple', 'ceeeleee', 'man', 'girl', 'plain', 'stupid', 'track', 'still', 'shifted', 'sum', 'girl']",1
199,"['money', 'getting', 'taller', 'bitch', 'getting', 'flurry']","['money', 'getting', 'taller', 'bitch', 'getting', 'flurry']",1
200,"['aunt', 'never', 'seen', 'bitch', 'obsessed', 'nigga', 'laugh', 'obsessed', 'mine']","['aunt', 'never', 'seen', 'bitch', 'obsessed', 'nigga', '😂', 'obsessed', 'mine', '😑']",1
201,"['robe', 'stay', 'talking', 'trash', 'let', 'u', 'forget', 'meant', 'one']","['robe', 'stay', 'talking', 'trash', 'let', 'u', 'forget', 'meant', 'one']",1
202,"['least', 'nigger', 'lafa']","['least', 'nigger', 'lafa']",0
203,"['people', 'always', 'asking', 'mixed', 'bad', 'asia', 'bitch']","['people', 'always', 'asking', 'mixed', 'bad', 'asia', 'bitch']",1
204,"['area', 'snake', 'coward', 'least', 'cripple', 'like', 'hero', 'reach', 'malo']","['area', 'snake', 'coward', 'least', 'cripple', 'like', 'hero', 'reach', 'malo']",0
205,"['foster', 'home', 'imaginary', 'trash', 'whoa', 'chill', 'show', 'everything']","['foster', 'home', 'imaginary', 'trash', 'WHOA', 'CHILL', 'show', 'everything']",2
206,"['looked', 'tired', 'tired', 'quiet', 'go', 'sleep']","['looked', 'tired', 'tired', 'quiet', 'go', 'sleep', '!']",1
207,"['stop', 'bringing', 'weird', 'nigger', 'mention']","['stop', 'bringing', 'weird', 'nigger', 'mention', '!']",1
208,"['love', 'hoe']","['love', 'hoe', '👐', '🙅']",1
209,"['girl', 'homeboy', 'weak', 'bitch', 'as', 'nigga']","['girl', 'homeboy', 'weak', 'bitch', 'as', 'nigga', '!']",1
210,"['think', 'worst', 'advice', 'gave', 'pussy', 'speed']","['think', 'worst', 'advice', 'gave', 'pussy', 'speed']",1
211,"['quote', 'sweet', 'favorite', 'animal', 'pussy']","['quote', 'sweet', 'favorite', 'animal', 'pussy']",1
212,"['hate', 'stripper', 'tell', 'dancer', 'ballet', 'dancer', 'pop', 'pussy', 'beethoven', 'stripped']","['hate', 'stripper', 'tell', 'dancer', 'ballet', 'dancer', 'pop', 'pussy', 'beethoven', 'STRIPPER', '!']",1
213,"['andrewbryant', 'double', 'vision', 'bee', 'double', 'pussy']","['andrewbryant', 'double', 'vision', 'bee', 'double', 'pussy', '😎']",1
214,"['bitch', 'computer', 'damn']","['bitch', 'TWERK', 'computer', '👙', 'damn', '👙']",1
215,"['prince', 'art', 'nobody', 'taken', 'bitch']","['prince', 'THIS', 'art', 'nobody', 'taken', 'bitch', '!']",1
216,"['welfare', 'government', 'aid', 'claimed', 'white', 'people', 'black', 'slander', 'trash']","['welfare', 'government', 'aid', 'claimed', 'white', 'people', 'black', 'slander', 'trash']",2
217,"['bitch', 'care', 'play', 'role']","['bitch', 'care', 'play', 'role']",1
218,"['took', 'find', 'hiding', 'lime', 'tree', 'dis', 'bitch', 'da', 'wrong', 'tree', 'brow']","['took', 'find', 'hiding', 'lime', 'tree', 'dis', 'bitch', 'da', 'wrong', 'tree', 'brow']",1
219,"['rake', 'new', 'shoe', 'released', 'like', 'jordan', 'yes', 'glitter', 'shoe', 'duke', 'fag']","['rake', 'new', 'shoe', 'released', 'like', 'jordan', 'yes', 'glitter', 'shoe', 'duke', 'fag']",0
220,"['anna', 'di', 'ghent', 'alone', 'malo']","['anna', 'di', 'ghent', '!', '!', '!', 'alone', 'malo']",2
221,"['hoe', 'austin', 'teach', 'u', 'austin', 'teach', 'u', 'get', 'curved', 'know']","['hoe', 'austin', 'teach', 'u', 'austin', 'teach', 'u', 'get', 'curved', 'know']",2
222,"['bitch', 'cook', 'know', 'suck', 'dick', 'one']","['bitch', 'cook', 'know', 'suck', 'dick', 'one', '!']",1
223,"['fat', 'hoe', 'get', 'chose']","['fat', 'hoe', 'get', 'chose']",1
224,"['well', 'hoe', 'one', 'expects', 'loyal']","['well', 'hoe', 'one', 'expects', 'loyal']",1
225,"['bitch', 'as']","['bitch', 'as']",1
226,"['brush', 'tired', 'night', 'retweetin', 'mile', 'cyrus', 'naked', 'bitch', 'aunt', 'type', 'bad', 'lmaooo']","['brush', 'tired', 'night', 'retweetin', 'mile', 'cyrus', 'naked', 'bitch', 'aunt', 'type', 'bad', 'lmaooo']",1
227,"['tony', 'room', 'mass', 'game', 'dont', 'mean', 'still', 'bitch', 'may', 'fur', 'cowgirl', 'bitch', 'fuck']","['tony', 'room', 'mass', 'game', 'dont', 'mean', 'still', 'bitch', 'may', 'fur', 'cowgirl', 'bitch', 'fuck']",1
228,"['holy', 'shit', 'freddie', 'wigmore', 'charlie', 'chocolate', 'factory', 'roll', 'floor', 'laughing']","['holy', 'shit', 'freddie', 'wigmore', 'charlie', 'chocolate', 'factory', 'roll', 'floor', 'laughing']",1
229,"['want', 'sex', 'feel', 'like', 'using', 'anonymous', 'faggot']","['want', 'sex', 'feel', 'like', 'using', 'anonymous', 'faggot']",1
230,"['one', 'follower', 'somebody', 'bitch']","['one', 'follower', '😍', '😩', 'somebody', 'bitch']",1
231,"['bitch', 'always', 'itching', 'clearly', 'care', 'annoying', 'bitch']","['bitch', 'always', 'itching', 'clearly', 'care', '!', 'annoying', 'bitch', '!']",1
232,"['catfish', 'hoe', 'thinking', 'sick', 'night', 'catching']","['catfish', 'hoe', 'thinking', 'sick', 'night', 'catching', '😌']",1
233,"['worry', 'bitch', 'aunt', 'worried', 'bout']","['worry', 'bitch', 'aunt', 'worried', 'bout']",1
234,"['side', 'hoe', 'insecure', 'night', 'handle', 'real', 'one']","['side', 'hoe', 'insecure', 'night', 'handle', 'real', 'one']",1
235,"['laugh', 'laugh', 'laugh', 'may', 'bitch', 'come', 'shooting', 'tent', 'like', 'fuck', 'shit', 'sad', 'sad', 'sad']","['😂', '😂', '😂', 'may', '!', 'bitch', 'come', 'shooting', 'tent', 'like', 'fuck', 'shit', '!', '😭', '😭', '😭']",1
236,"['cousin', 'said', 'share', 'hoe', 'brother', 'said', 'sharing', 'daring', 'love', 'brother', 'laugh']","['cousin', 'said', 'share', 'hoe', 'brother', 'said', 'sharing', 'daring', 'love', 'brother', '😂']",1
237,"['hungry', 'inn', 'anna', 'spend', 'money', 'food', 'amused', 'broke', 'problem', 'laugh', 'laugh', 'laugh']","['hungry', 'inn', 'anna', 'spend', 'money', 'food', '😒', 'broke', 'problem', '😂', '😂', '😂', '💀']",1
238,"['dense', 'hoe', 'lying', 'u', 'nigga']","['dense', 'hoe', 'LYIN', 'u', 'nigga']",1
239,"['oh', 'yeah', 'fuck', 'bitch']","['oh', 'yeah', 'fuck', 'bitch']",1
240,"['epi', 'manning', 'threw', 'nflleading', 'th', 'intervention', 'season', 'may', 'trash']","['epi', 'manning', 'threw', 'nflleading', 'th', 'intervention', 'season', 'may', 'trash']",2
241,"['u', 'senior', 'anthony', 'brown', 'call', 'head', 'coach', 'steve', 'parisian', 'racism', 'quits', 'team', 'bitch']","['USC', 'senior', 'anthony', 'brown', 'call', 'head', 'coach', 'steve', 'parisian', 'racism', 'quits', 'team', 'bitch']",2
242,"['guess', 'also', 'zero', 'time', 'mansplaining', 'lady', 'soft', 'pussy']","['guess', 'also', 'zero', 'time', 'mansplaining', '!', 'lady', '!', 'soft', 'pussy']",1
243,"['shilling', 'sexy', 'scaly', 'lad']","['shilling', '👅', 'sexy', 'scaly', 'lad']",2
244,"['aunt', 'sharing', 'bitch', 'mine', 'mine']","['aunt', 'sharing', 'bitch', 'mine', 'mine', '💯']",1
245,"['money', 'impress', 'simple', 'broke', 'bitch']","['money', 'impress', 'simple', 'broke', 'bitch']",1
246,"['never', 'anybody', 'bitch', 'let', 'people', 'control', 'change', 'rigghhht']","['never', 'anybody', 'bitch', 'let', 'people', 'control', 'change', 'rigghhht']",1
247,"['take', 'ho', 'ink', 'bah', 'bah', 'bah', 'laugh', 'laugh', 'laugh']","['take', 'ho', 'ink', 'bah', 'bah', 'bah', '😂', '😂', '😂']",2
248,"['mad', 'cut', 'havana', 'sure', 'take', 'ho', 'laugh', 'laugh']","['mad', 'cut', 'havana', 'sure', 'take', 'ho', '!', '😂', '😂']",2
249,"['hoe', 'crazy']","['hoe', 'crazy']",1
250,"['aunt', 'ever', 'donna', 'slice', 'bitch', 'even', 'hart']","['aunt', 'ever', 'donna', 'slice', 'bitch', 'even', 'hart']",1
251,"['fuckin', 'fine', 'dam', 'bitch']","['fuckin', 'fine', '😩', 'dam', 'bitch']",1
252,"['wonder', 'girl', 'gave', 'head', 'boy', 'drink', 'magaluf', 'twitter', 'probably', 'sends', 'node', 'bag']","['wonder', 'girl', 'gave', 'head', 'boy', 'drink', 'magaluf', 'twitter', 'probably', 'sends', 'node', 'bag']",1
253,"['yeah', 'bitch', 'yeah', 'bitch', 'call', 'maybe', 'b', 'steve', 'c', 'later', 'hesse', 'parkman']","['yeah', 'bitch', 'yeah', 'bitch', 'call', 'maybe', 'b', 'steve', 'c', 'later', 'hesse', 'parkman']",1
254,"['rockies', 'thigh', 'right', 'pussy', 'right']","['rockies', 'thigh', 'right', 'pussy', 'right']",1
255,"['would', 'still', 'love', 'longer', 'young', 'beautiful', 'ugly', 'monkey', 'as']","['would', 'still', 'love', 'longer', 'young', 'beautiful', 'ugly', 'monkey', 'as']",1
256,"['come', 'front', 'bitch', 'aunt', 'coming']","['come', 'front', 'bitch', 'aunt', 'coming']",1
257,"['faggot', 'bitch']","['faggot', 'bitch']",1
258,"['yea', 'pad', 'work', 'friday', 'let', 'u', 'ball', 'faggot', 'work', '5']","['yea', 'pad', 'work', 'friday', 'let', 'u', 'ball', 'faggot', 'work', '5']",1
259,"['scaly', 'lad', 'would', 'get']","['scaly', 'lad', 'would', 'get']",2
260,"['halloween', 'yesterday', 'stupid', 'nigger']","['halloween', 'yesterday', 'stupid', 'nigger']",0
261,"['chorus', 'still', 'supahot', 'walk', 'teacher', 'test', 'drop', 'test', 'bitch', 'head']","['chorus', 'still', 'supahot', 'walk', 'teacher', 'test', 'drop', 'test', 'bitch', 'head']",1
262,"['love', 'eating', 'pussy', 'never', 'get', 'full', 'eat', 'shit', 'forever', 'ever']","['love', 'eating', 'pussy', 'never', 'get', 'full', 'eat', 'shit', 'forever', 'ever']",1
263,"['blush', 'hoe', 'nasty', 'anyway', 'sleepy', 'hoe', 'taste', 'like', 'bed']","['blush', '😥', 'hoe', 'nasty', 'anyway', '😴', 'hoe', 'taste', 'like', 'bed', '🍇', '🍇', '🍼']",1
264,"['blush', 'hoe', 'nasty', 'anyway', 'sleepy']","['blush', '😥', 'hoe', 'nasty', 'anyway', '😴']",1
265,"['bobby', 'bitch', 'getting', 'live', 'fuck', 'hell', 'yea', 'play', 'lookout']","['BOBBY', 'bitch', 'getting', 'live', 'fuck', 'hell', 'yea', 'play', 'lookout']",1
266,"['bitch', 'cocci', 'mane', 'bitch', 'stoner']","['bitch', 'cocci', 'mane', 'bitch', 'stoner', '💯', '💯']",1
267,"['ride', 'bitch', 'handle', 'bar']","['ride', 'bitch', 'handle', 'bar']",1
268,"['aunt', 'get', 'traphoussseee']","['aunt', 'get', 'traphoussseee']",1
269,"['sad', 'character', 'death', 'still', 'bitter', 'stark', 'man']","['sad', 'character', 'death', 'still', 'bitter', 'stark', 'man']",2
270,"['harbor', 'bitch', 'party', 'bus', 'hoe']","['harbor', 'bitch', 'party', 'bus', 'hoe']",1
271,"['pussy', 'love']","['pussy', 'love']",1
272,"['ultraviolence', 'video', 'coming', 'little', 'bitch', 'land', 'del', 'red', 'bitch', 'promo']","['ultraviolence', 'video', 'coming', 'little', 'bitch', '!', 'land', 'del', 'red', 'bitch', 'promo']",1
273,"['way', 'fuck', 'bitch', 'lafa', 'kittycopter']","['way', 'fuck', 'bitch', 'LMFAO', 'KITTYCOPTER']",1
274,"['smuggler', 'explains', 'helped', 'fighter', 'along', 'jihadi', 'highway']","['smuggler', 'explains', 'helped', 'fighter', 'along', 'jihadi', 'highway']",2
275,"['www', 'axis', 'look', 'cut', 'together', 'gutta', 'get', 'like', 'vi', 'bitch']","['www', 'axis', 'look', 'cut', 'together', '💑', '💀', '💀', '💀', 'gutta', 'get', 'like', 'vi', 'bitch']",1
276,"['simple', 'dont', 'ont', 'worry', 'exposed', 'fight']","['simple', 'dont', 'ont', 'worry', 'exposed', '😜', 'fight']",1
277,"['bitch', 'boasting', 'size', 'exactly', 'healthy']","['bitch', 'boasting', 'size', 'exactly', 'healthy']",1
278,"['bet', 'bitch', 'laugh', 'laugh', 'laugh', 'bye']","['bet', 'bitch', '!', '😂', '👐', '🔫', '🔫', '🔪', '😂', '😂', 'bye', '!', '!', '!']",1
279,"['damn', 'near', 'gutta', 'protect', 'sweet', 'talker', 'annoying', 'got', 'done', 'dick', 'drive', 'bitch', 'lock']","['damn', 'near', 'gutta', 'protect', 'sweet', 'talker', 'annoying', 'got', 'done', 'dick', 'drive', 'bitch', 'lock']",1
280,"['making', 'march', 'girlfriend', 'aye', 'b', 'pulling', 'hoe', 'like', 'taught']","['making', 'march', 'girlfriend', 'aye', 'b', 'pulling', 'hoe', 'like', 'taught']",1
281,"['brunn', 'fag', 'boy', 'love']","['brunn', 'fag', 'boy', 'love']",1
282,"['must', 'bitch', 'laugh', 'laugh', 'laugh', 'like', 'always', 'laugh']","['must', 'bitch', '😂', '😂', '😂', 'like', 'always', '😂']",1
283,"['1', 'look', 'rally', 'bottom', 'th']","['1', 'look', 'rally', 'bottom', 'th']",2
284,"['take', 'advantage', 'nice', 'person', 'hoe', 'everyjuan']","['take', 'advantage', 'nice', 'person', 'hoe', 'everyjuan']",1
285,"['happy', 'birthday', 'bitch', 'nigga', 'thanks', 'pal']","['happy', 'birthday', 'bitch', 'nigga', 'thanks', 'pal']",1
286,"['sad', 'knowing', 'hoe', 'fuck', 'bc', 'aunt', 'got', 'stack', 'wait', 'till', 'friday']","['sad', 'knowing', 'hoe', 'fuck', 'bc', 'aunt', 'got', 'stack', 'wait', 'till', 'friday']",1
287,"['shit', 'harder', 'fuck', 'nigga', 'see', 'fuck', 'wit', 'rich', 'home', 'cut', 'day', 'somebody', 'fuck', 'sicca']","['shit', 'harder', 'fuck', 'nigga', 'see', 'fuck', 'wit', 'rich', 'home', 'cut', 'day', 'somebody', 'fuck', 'sicca']",1
288,"['www', 'said', 'last', 'sunday', 'last', 'sunday', 'read', 'fig', 'flushed', 'flushed', 'flushed']","['www', 'said', 'THAT', 'last', 'sunday', 'last', 'sunday', 'read', 'fig', '😳', '😳', '😳']",1
289,"['punch', 'real', 'night', 'face', 'cause', 'pussy', 'nigga', 'donna', 'punch', 'right', 'back', 'strong', 'must', 'shake']","['punch', 'real', 'night', 'face', 'cause', 'pussy', 'nigga', 'donna', 'punch', 'right', 'back', 'strong', 'must', 'shake']",1
290,"['pussy', 'still', 'fresh', 'something', 'stand', 'girl', 'say']","['pussy', 'still', 'fresh', 'something', 'stand', 'girl', 'say']",1
291,"['as', 'slapping', 'one', 'greatest', 'thing', 'hata', 'slapped', 'girl', 'as', 'got', 'mad', 'aunt', 'get', 'pussy', 'week']","['as', 'slapping', 'one', 'greatest', 'thing', 'hata', '😏', 'slapped', 'girl', 'as', 'got', 'mad', 'aunt', 'get', 'pussy', 'week']",1
292,"['yeah', 'texan', 'much', 'better', 'fucking', 'retard', 'see', 'mad']","['yeah', 'texan', 'much', 'better', 'fucking', 'retard', 'see', 'mad']",1
293,"['nd', 'utf', 'dark', 'bitch', 'blonde', 'please', 'several', 'seat', 'looking', 'like', 'black', 'mile']","['nd', 'utf', 'dark', 'bitch', 'blonde', 'PLEASE', 'HAVE', 'SEVERAL', 'SEATS', 'HOE', '!', 'looking', 'like', 'black', 'mile']",1
294,"['lane', 'bitch', 'need', 'stay', 'left', 'n', 'get', 'right', 'fuck', 'gutta', 'face', 'sad', 'kiss']","['lane', 'bitch', 'need', 'stay', '😎', 'left', 'n', 'get', 'right', 'fuck', 'gutta', 'face', '😭', '💁', '😘']",1
295,"['hate', 'boy', 'deny', 'bitch']","['hate', 'boy', 'deny', 'bitch', '👐', '😩']",1
296,"['fig', 'still', 'saying', 'eat', 'butt', 'straight', 'face']","['fig', 'still', 'saying', 'eat', 'butt', '!', 'WITH', 'STRAIGHT', 'FACE', '!']",1
297,"['bos', 'as', 'bitch', 'need', 'sit', 'corner']","['bos', 'as', 'bitch', 'need', 'sit', 'corner']",1
298,[],[],1
299,"['paul', 'thinking', 'bout', 'getting', 'rental', 'da', 'weekend', 'oooh', 'shit', 'bitch', 'beta', 'stay', 'da', 'street']","['paul', 'thinking', 'bout', 'getting', 'rental', 'da', 'weekend', '🚙', '💨', '💨', 'oooh', 'shit', 'bitch', 'beta', 'stay', 'da', 'street']",1
300,"['bitch', 'hold', 'nigga', 'get', 'locked', 'nigga', 'go', 'college', 'military', 'different', 'story', 'sleepy']","['bitch', 'hold', 'nigga', 'get', 'locked', 'nigga', 'go', 'college', 'military', 'different', 'story', '😴']",1
301,"['friend', 'hate', 'hatchet']","['friend', 'hate', 'hatchet']",1
302,"['love', 'fuck', 'night', 'hoe']","['love', 'fuck', 'night', 'hoe']",1
303,"['hot', 'meat', 'sexy', 'fuck', 'scaly', 'lad', 'would', 'love', 'meet', 'trainer']","['hot', 'meat', 'sexy', 'fuck', 'scaly', 'lad', 'would', 'love', 'meet', 'trainer']",1
304,"['sniff', 'served', 'scaly', 'lad', 'fuck', 'yeah']","['sniff', 'served', 'scaly', 'lad', 'fuck', 'yeah']",1
305,"['bitch', 'love', 'sofa']","['bitch', 'love', 'sofa']",1
306,"['left', 'watched', 'second', 'utf', 'probe', 'cause', 'retarded']","['left', 'watched', 'second', '😑', 'DID', 'WTF', 'probe', 'cause', 'retarded']",1
307,"['name', 'cat', 'idea', 'mr', 'pussy']","['name', 'cat', 'idea', 'mr', 'pussy']",1
308,"['woof', 'woof', 'sexy', 'thus', 'boy', 'scaly']","['woof', 'woof', 'sexy', 'thus', 'boy', 'scaly']",1
309,"['u', 'see', 'damn', 'phone', 'ringing', 'amused', 'disappointed', 'married', 'bitch', 'make', 'demand', 'called']","['u', 'see', 'damn', 'phone', 'ringing', '😣', '😒', '😞', 'married', 'bitch', 'make', 'demand', '!', '!', '!', 'called']",1
310,"['even', 'favorite', 'sophomore', 'think', 'funny', 'really', 'malo', 'little']","['even', 'favorite', 'sophomore', 'think', 'funny', 'really', 'malo', 'little']",1
311,"['sex', 'position', 'u', 'call', 'fucking', 'soul', 'gutta', 'bitch', 'sad']","['sex', 'position', 'u', 'call', 'fucking', 'soul', 'gutta', 'bitch', '😭']",1
312,"['bored', 'supposed', 'cut', 'faggot', 'sometimes']","['bored', 'supposed', 'cut', 'faggot', 'sometimes']",0
313,"['one', 'man', 'trash', 'another', 'man', 'treasure']","['one', 'man', 'trash', '🚮', 'another', 'man', 'treasure', '🏆']",2
314,"['got', 'type', 'bad', 'bitch', 'thing', 'like', 'iongotnotype']","['got', 'type', 'bad', 'bitch', 'thing', 'like', 'iongotnotype']",1
315,"['lessen', 'c', 'coach', 'want', 'feel', 'get', 'fig', 'doubt']","['lessen', 'c', 'coach', 'want', 'feel', 'get', 'fig', 'doubt']",0
316,"['god', 'teeth', 'gold', 'chain', 'white', 'bitch', 'cocaine']","['god', 'teeth', 'gold', 'chain', 'white', 'bitch', 'cocaine']",1
317,['shah'],"['💁', 'shah']",1
318,"['c', 'call', 'toller', 'china', 'call', 'shot', 'across', 'america', 'known']","['c', 'call', 'toller', 'china', 'call', 'shot', 'across', 'america', 'known']",1
319,"['donna', 'miss', 'bitch', 'bus', 'driver', 'lie']","['donna', 'miss', 'bitch', 'bus', 'driver', 'lie']",1
320,"['hate', 'bitch', 'try', 'put', 'friendzone', 'bitch', 'trying', 'score', 'put', 'undone', 'soul']","['hate', 'bitch', 'try', 'put', 'friendzone', 'bitch', 'trying', 'score', 'put', 'undone', '🔥', '🔥', '🔥', 'SOUL', '!']",1
321,"['ash', 'young', 'tried', 'deny', 'bird', 'landed', 'mouth', 'havana']","['ash', 'young', 'tried', 'deny', 'bird', 'landed', 'mouth', 'havana']",2
322,"['limped', 'aunt', 'bitch', 'hut']","['limped', 'aunt', 'bitch', 'hut']",1
